"Season","League","BBRef_Team_Name","BBRef_Team_Abbreviation","Current_BBRef_Team_Name","Current_BBRef_Team_Abbreviation","ESPN_Current_Link_ID","NBA_Current_Link_ID","Spotrac_Current_Link_ID"
1995,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1994,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1993,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1992,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1991,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1990,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1989,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1988,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1987,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1986,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1985,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1984,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1983,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1982,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1981,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1980,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1979,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1978,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1977,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1976,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1975,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1974,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1973,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1972,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1971,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
1970,"NBA","Cleveland Cavaliers","CLE","Cleveland Cavaliers","CLE","CLE",1610612739,"cleveland-cavaliers"
2019,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2018,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2017,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2016,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2015,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2014,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2013,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2012,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2011,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2010,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2009,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2008,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2007,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2006,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2005,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2004,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2003,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2002,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2001,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2000,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1999,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1998,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1997,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1996,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1995,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1994,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1993,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1992,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1991,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1990,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1989,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1988,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1987,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1986,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1985,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1984,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1983,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1982,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1981,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1980,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1979,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1978,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1977,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1976,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1975,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1974,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1973,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1972,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1971,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1970,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1969,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1968,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1967,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
1966,"NBA","Chicago Bulls","CHI","Chicago Bulls","CHI","CHI",1610612741,"chicago-bulls"
2019,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2018,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2017,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2016,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2015,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2014,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2013,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2012,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2011,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2010,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2009,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2008,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2007,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2006,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2005,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2004,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2003,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2002,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2001,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2000,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1999,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1998,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1997,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1996,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1995,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1994,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1993,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1992,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1991,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1990,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1989,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1988,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1987,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1986,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1985,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1984,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1983,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1982,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1981,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
1980,"NBA","Dallas Mavericks","DAL","Dallas Mavericks","DAL","DAL",1610612742,"dallas-mavericks"
2019,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2018,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2017,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2016,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2015,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2014,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2013,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2012,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2011,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2010,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2009,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2008,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2007,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2006,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2005,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2004,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2003,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2002,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2001,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2000,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1999,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1998,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1997,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1996,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1995,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1994,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1993,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1992,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1991,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1990,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1989,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1988,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1987,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1986,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1985,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1984,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1983,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1982,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1981,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1980,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1979,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1978,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1977,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1976,"NBA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1975,"ABA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1974,"ABA","Denver Nuggets","DEN","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1973,"ABA","Denver Rockets","DNR","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1972,"ABA","Denver Rockets","DNR","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1971,"ABA","Denver Rockets","DNR","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1970,"ABA","Denver Rockets","DNR","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1969,"ABA","Denver Rockets","DNR","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1968,"ABA","Denver Rockets","DNR","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
1967,"ABA","Denver Rockets","DNR","Denver Nuggets","DEN","DEN",1610612743,"denver-nuggets"
2019,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2018,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2017,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2016,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2015,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2014,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2013,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2012,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2011,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2010,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2009,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2008,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2007,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2006,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2005,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2004,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2003,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2002,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2001,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2000,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1999,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1998,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1997,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1996,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1995,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1994,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1993,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1992,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1991,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1990,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1989,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1988,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1987,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1986,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1985,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1984,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1983,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1982,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1981,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1980,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1979,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1978,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1977,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1976,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1975,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1974,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1973,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1972,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1971,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1970,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1969,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1968,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1967,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1966,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1965,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1964,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1963,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1962,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1961,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1960,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1959,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1958,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1957,"NBA","Detroit Pistons","DET","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1956,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1955,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1954,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1953,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1952,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1951,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1950,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1949,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
1948,"NBA","Fort Wayne Pistons","FTW","Detroit Pistons","DET","DET",1610612765,"detroit-pistons"
2019,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2018,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2017,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2016,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2015,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2014,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2013,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2012,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2011,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2010,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2009,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2008,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
2007,"NBA","Golden State Warriors","GSW","Golden State Warriors","GSW","GSW",1610612744,"golden-state-warriors"
